"Customer ID","Number of Referrals","Tenure in Months",Offer,"Phone Service","Avg Monthly Long Distance Charges","Multiple Lines","Internet Type","Avg Monthly GB Download","Online Security","Online Backup","Device Protection Plan","Premium Tech Support","Streaming TV","Streaming Movies","Streaming Music","Unlimited Data",Contract,"Paperless Billing","Payment Method","Monthly Charge","Total Charges","Total Refunds","Total Extra Data Charges","Total Long Distance Charges","Total Revenue",City,"Zip Code",Latitude,Longitude,Population,Gender,Age,Married,"Number of Dependents","Satisfaction Score","Customer Status","Churn Label","Churn Score",CLTV,"Churn Category","Churn Reason"
4706-AXVKM,0,11,None,Yes,4.1,Yes,"Fiber Optic",5,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,"Credit Card",84.8,906.85,0,0,45.1,951.95,"Stevenson Ranch",91381,34.364153,-118.615583,"9,937",Female,78,No,0,2,Churned,Yes,67,5118,Price,"Extra data charges"
5889-JTMUL,1,50,"Offer B",Yes,31.56,Yes,"Fiber Optic",4,No,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",95.05,4888.7,0,50,1578,6516.7,Castaic,91384,34.506627,-118.699048,"22,177",Female,67,Yes,0,3,Churned,Yes,92,5863,Price,"Price too high"
9026-RNUJS,0,5,None,Yes,18.69,No,DSL,28,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",50.35,237.25,0,0,93.45,330.7,"Van Nuys",91401,34.178483,-118.431791,"40,376",Male,73,No,0,1,Churned,Yes,81,4618,Dissatisfaction,"Product dissatisfaction"
1624-NALOJ,0,5,None,Yes,36.36,Yes,"Fiber Optic",12,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",89.8,502.6,0,0,181.8,684.4,"North Hollywood",91605,34.207295,-118.400022,"57,146",Male,75,No,0,1,Churned,Yes,88,2960,Other,Moved
6210-KBBPI,0,9,None,Yes,10.66,Yes,"Fiber Optic",15,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Credit Card",99.45,919.4,0,0,95.94,1015.34,"West Covina",91790,34.066964,-117.937007,"44,099",Male,67,No,0,1,Churned,Yes,93,2313,Competitor,"Competitor had better devices"
2260-USTRB,0,2,None,Yes,9.55,No,"Fiber Optic",28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",70.2,115.95,0,0,19.1,135.05,Campo,91906,32.673483,-116.472863,"3,133",Female,75,No,0,1,Churned,Yes,67,2767,Competitor,"Competitor offered more data"
8623-TMRBY,2,51,"Offer B",Yes,43.58,Yes,Cable,22,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",84.2,4146.05,0,0,2222.58,6368.63,"Chula Vista",91915,32.605012,-116.97595,"9,278",Male,80,Yes,0,2,Churned,Yes,74,6245,Competitor,"Competitor offered more data"
6900-PXRMS,0,26,"Offer C",Yes,1.26,Yes,"Fiber Optic",18,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,"Bank Withdrawal",105.75,2710.25,0,90,32.76,2833.01,"Spring Valley",91978,32.730264,-116.950963,"7,863",Male,72,Yes,0,1,Churned,Yes,91,3157,Dissatisfaction,"Product dissatisfaction"
3346-BRMIS,1,18,None,No,0,No,DSL,12,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",48.35,810.7,0,0,0,810.7,Bonsall,92003,33.290907,-117.202895,"3,849",Female,70,Yes,0,2,Churned,Yes,92,2167,Dissatisfaction,"Service dissatisfaction"
2722-JMONI,1,1,"Offer E",Yes,24.24,No,Cable,9,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",49.55,49.55,0,0,24.24,73.79,Escondido,92029,33.079834,-117.134275,"17,944",Female,73,Yes,0,1,Churned,Yes,76,4989,Dissatisfaction,"Limited range of services"
7579-OOPEC,1,2,"Offer E",Yes,6.86,No,DSL,20,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,"Credit Card",50.15,115.1,0,0,13.72,128.82,Pala,92059,33.384345,-117.072619,"1,831",Female,75,Yes,0,1,Churned,Yes,78,5461,Competitor,"Competitor had better devices"
1771-OADNZ,1,29,"Offer C",Yes,35.38,Yes,"Fiber Optic",21,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",95.9,2745.2,0,50,1026.02,3821.22,"Pauma Valley",92061,33.313828,-116.940501,"2,615",Male,70,Yes,0,3,Churned,Yes,95,2151,Price,"Extra data charges"
0612-RTZZA,0,1,"Offer E",No,0,No,DSL,15,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",25.25,25.25,0,0,0,25.25,Vista,92084,33.22784,-117.200024,"44,692",Female,77,No,0,2,Churned,Yes,87,4628,Price,"Price too high"
4433-JCGCG,1,46,"Offer B",Yes,5.36,Yes,"Fiber Optic",22,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",101,4680.05,0,0,246.56,4926.61,"San Diego",92129,32.961064,-117.134917,"47,224",Male,80,Yes,0,1,Churned,Yes,88,2436,Competitor,"Competitor made better offer"
9488-HGMJH,0,1,"Offer E",Yes,24.75,No,"Fiber Optic",22,No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",71.15,71.15,0,20,24.75,115.9,"Indian Wells",92210,33.537646,-116.291089,"3,873",Female,78,No,0,3,Churned,Yes,85,5287,Competitor,"Competitor made better offer"
4818-QIUFN,0,20,None,Yes,11.82,Yes,"Fiber Optic",5,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",79.15,1520.9,0,0,236.4,1757.3,"Desert Hot Springs",92241,33.832799,-116.250973,"5,529",Female,69,No,0,1,Churned,Yes,95,4997,Attitude,"Attitude of support person"
6961-VCPMC,1,46,"Offer B",Yes,48.62,No,"Fiber Optic",3,No,No,No,No,No,Yes,No,No,Month-to-Month,Yes,"Bank Withdrawal",80.4,3605.2,0,20,2236.52,5861.72,"North Palm Springs",92258,33.906496,-116.569499,732,Male,71,Yes,0,3,Churned,Yes,75,4876,Competitor,"Competitor offered more data"
4424-TKOPW,0,2,None,Yes,25.19,Yes,"Fiber Optic",14,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",93.85,196.75,0,0,50.38,247.13,Crestline,92325,34.248061,-117.29028,"10,484",Male,70,No,0,1,Churned,Yes,70,4998,Price,"Lack of affordable download/upload speed"
4201-JMNGR,0,1,"Offer E",Yes,26.22,No,Cable,22,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",55.8,55.8,0,0,26.22,82.02,"Lucerne Valley",92356,34.508417,-116.856103,"5,256",Female,66,No,0,1,Churned,Yes,87,5527,Dissatisfaction,"Service dissatisfaction"
1866-RZZQS,0,41,"Offer B",Yes,42.06,Yes,"Fiber Optic",21,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",98.4,4187.75,0,0,1724.46,5912.21,Redlands,92373,34.003243,-117.138286,"31,230",Male,77,No,0,1,Churned,Yes,91,2169,Competitor,"Competitor had better devices"
8631-NBHFZ,1,66,None,Yes,30.03,Yes,DSL,15,Yes,Yes,Yes,Yes,Yes,No,No,No,"Two Year",No,"Credit Card",79.4,5154.6,0,150,1981.98,7286.58,"Running Springs",92382,34.186211,-117.07683,"5,395",Male,71,Yes,0,1,Churned,Yes,73,5910,Competitor,"Competitor offered higher download speeds"
4958-XCBDQ,0,35,"Offer C",Yes,39.69,Yes,"Fiber Optic",25,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",101.4,3496.3,0,0,1389.15,4885.45,Victorville,92394,34.567058,-117.362329,"12,083",Male,68,No,0,3,Churned,Yes,92,3689,Competitor,"Competitor offered more data"
8337-UPOAQ,0,10,None,Yes,16.88,Yes,"Fiber Optic",24,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",89.8,914.3,0,0,168.8,1083.1,Wrightwood,92397,34.358321,-117.618263,"4,253",Male,71,Yes,0,2,Churned,Yes,76,5124,Competitor,"Competitor made better offer"
6712-OAWRH,0,26,"Offer C",Yes,34.69,No,"Fiber Optic",27,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",91.25,2351.8,0,0,901.94,3253.74,"San Bernardino",92408,34.084909,-117.258107,"12,149",Female,79,No,0,3,Churned,Yes,76,5154,Attitude,"Attitude of support person"
5914-DVBWJ,0,18,None,Yes,2.36,Yes,"Fiber Optic",21,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",85.45,1505.85,0,0,42.48,1548.33,Riverside,92508,33.885499,-117.324959,"17,147",Female,80,No,0,1,Churned,Yes,91,5145,Competitor,"Competitor offered more data"
8644-XLFBW,0,1,"Offer E",Yes,28.46,No,"Fiber Optic",12,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",71.65,71.65,0,0,28.46,100.11,"Lake Elsinore",92532,33.705836,-117.318204,"4,546",Male,65,No,0,2,Churned,Yes,84,5674,Competitor,"Competitor offered more data"
1833-VGRUM,0,1,"Offer E",Yes,48.95,Yes,"Fiber Optic",23,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",74.2,74.2,0,0,48.95,123.15,Perris,92570,33.787298,-117.320676,"36,817",Female,70,No,0,2,Churned,Yes,71,4684,Price,"Price too high"
8374-XGEJJ,8,43,"Offer B",Yes,31.25,Yes,"Fiber Optic",20,No,Yes,No,No,Yes,Yes,No,No,Month-to-Month,Yes,"Bank Withdrawal",101,4388.4,0,150,1343.75,5882.15,Temecula,92590,33.475493,-117.219551,"3,070",Male,68,Yes,0,1,Churned,Yes,87,3123,Dissatisfaction,"Product dissatisfaction"
6946-LMSQS,3,25,"Offer C",Yes,33.63,Yes,"Fiber Optic",25,Yes,No,No,No,No,Yes,No,Yes,"One Year",Yes,"Bank Withdrawal",89.05,2177.45,0,0,840.75,3018.2,Temecula,92592,33.507255,-117.029473,"46,171",Male,80,Yes,0,1,Churned,Yes,90,2673,Competitor,"Competitor made better offer"
4039-HEUNW,1,36,None,Yes,16.61,Yes,"Fiber Optic",3,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",96.5,3436.1,0,0,597.96,4034.06,Irvine,92620,33.716136,-117.752574,"26,419",Male,77,Yes,0,3,Churned,Yes,82,4652,Price,"Lack of affordable download/upload speed"
0812-WUPTB,1,1,"Offer E",Yes,49.6,No,"Fiber Optic",13,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Credit Card",70.85,70.85,0,0,49.6,120.45,"Corona Del Mar",92625,33.600987,-117.862734,"13,422",Male,65,Yes,0,2,Churned,Yes,69,3022,Price,"Long distance charges"
2403-BCASL,1,41,"Offer B",Yes,45.04,Yes,Cable,29,No,Yes,Yes,Yes,Yes,Yes,No,Yes,"One Year",Yes,"Bank Withdrawal",111.95,4534.9,0,0,1846.64,6381.54,"Santa Ana",92705,33.766004,-117.786763,"44,117",Male,66,Yes,0,2,Churned,Yes,93,3711,Other,"Don't know"
3871-IKPYH,0,1,None,Yes,16.19,No,"Fiber Optic",12,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",69.1,69.1,0,0,16.19,85.29,Camarillo,93010,34.227846,-119.079903,"42,853",Male,70,No,0,3,Churned,Yes,83,2767,Other,Moved
1304-NECVQ,0,2,"Offer E",Yes,43.96,Yes,"Fiber Optic",14,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",78.55,149.55,0,0,87.92,237.47,Somis,93066,34.297628,-119.014627,"2,966",Female,69,No,0,2,Churned,Yes,92,5203,Competitor,"Competitor made better offer"
5655-JSMZM,0,49,"Offer B",Yes,32.36,Yes,"Fiber Optic",2,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",96.2,4718.25,0,0,1585.64,6303.89,Coalinga,93210,36.186867,-120.387793,"18,036",Male,66,No,0,2,Churned,Yes,74,5904,Attitude,"Attitude of support person"
4505-EXZHB,0,6,"Offer E",Yes,8.91,No,"Fiber Optic",27,No,No,Yes,No,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",74.4,434.1,0,20,53.46,507.56,Ducor,93218,35.846067,-119.004073,823,Female,75,No,0,1,Churned,Yes,91,3964,Competitor,"Competitor offered more data"
8972-HJWNV,1,7,"Offer E",Yes,21.43,Yes,"Fiber Optic",12,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",84.55,646.85,0,0,150.01,796.86,Huron,93234,36.217864,-120.080117,"6,918",Female,75,Yes,0,1,Churned,Yes,80,5245,Competitor,"Competitor made better offer"
2860-RANUS,0,20,"Offer D",Yes,29.29,Yes,"Fiber Optic",15,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",85.8,1727.5,0,0,585.8,2313.3,"Mc Kittrick",93251,35.38381,-119.730885,302,Female,67,No,0,1,Churned,Yes,75,3336,Price,"Price too high"
0406-BPDVR,0,54,"Offer B",Yes,33.49,Yes,"Fiber Optic",8,No,Yes,No,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Credit Card",101.5,5373.1,0,0,1808.46,7181.56,Visalia,93277,36.303793,-119.375646,"44,741",Female,75,Yes,0,2,Churned,Yes,68,6405,Price,"Lack of affordable download/upload speed"
5276-KQWHG,0,2,"Offer E",Yes,15.32,No,"Fiber Optic",21,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",69.6,131.65,0,0,30.64,162.29,Woody,93287,35.710244,-118.881679,88,Female,74,No,0,3,Churned,Yes,74,4596,Price,"Extra data charges"
9667-EQRXU,0,30,None,No,0,No,Cable,7,No,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",40.3,1172.95,0,100,0,1272.95,Boron,93516,34.95703,-117.73045,"2,241",Female,74,No,0,2,Churned,Yes,94,3016,Other,"Don't know"
0946-CLJTI,1,58,"Offer B",Yes,3.18,Yes,"Fiber Optic",5,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",98.7,5812.6,0,0,184.44,5997.04,Palmdale,93551,34.613476,-118.256358,"34,045",Male,67,Yes,0,1,Churned,Yes,91,4662,Competitor,"Competitor had better devices"
0324-BRPCJ,1,68,None,Yes,21.33,Yes,Cable,24,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",100.2,6851.65,0,0,1450.44,8302.09,Palmdale,93591,34.598221,-117.79593,"6,787",Female,74,Yes,0,1,Churned,Yes,70,4481,Competitor,"Competitor offered more data"
9189-JWSHV,1,24,None,Yes,13.38,Yes,"Fiber Optic",12,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",93.55,2264.05,0,0,321.12,2585.17,Helm,93627,36.520537,-120.118055,152,Female,69,Yes,0,2,Churned,Yes,91,4937,Price,"Price too high"
0576-WNXXC,1,27,None,Yes,39.49,Yes,"Fiber Optic",7,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",95.55,2510.2,0,0,1066.23,3576.43,Parlier,93648,36.622237,-119.521126,"12,587",Male,70,Yes,0,1,Churned,Yes,75,2999,Dissatisfaction,"Service dissatisfaction"
5482-PLVPE,0,2,None,No,0,No,DSL,11,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",24.35,41.85,0,0,0,41.85,"Daly City",94014,37.691561,-122.445202,"47,453",Female,79,No,0,1,Churned,Yes,72,3278,Competitor,"Competitor had better devices"
4902-OHLSK,0,29,None,Yes,20.98,Yes,"Fiber Optic",16,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,No,"Bank Withdrawal",98.65,2862.75,0,0,608.42,3471.17,"Half Moon Bay",94019,37.45567,-122.407992,"17,929",Female,76,No,0,1,Churned,Yes,93,4235,Attitude,"Attitude of support person"
0495-ZBNGW,1,5,None,Yes,6.66,Yes,"Fiber Optic",14,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",79.9,343.95,0,20,33.3,397.25,"Loma Mar",94021,37.266388,-122.26308,148,Male,78,Yes,0,2,Churned,Yes,90,4324,Competitor,"Competitor offered more data"
2357-COQEK,0,28,None,Yes,28.14,Yes,"Fiber Optic",10,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",103.3,2890.65,0,0,787.92,3678.57,Atherton,94027,37.454924,-122.203168,"6,876",Female,79,No,0,2,Churned,Yes,78,4136,Competitor,"Competitor made better offer"
2034-CGRHZ,0,24,None,Yes,3.23,Yes,"Fiber Optic",26,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Credit Card",102.95,2496.7,0,0,77.52,2574.22,"San Francisco",94104,37.791222,-122.402241,384,Male,73,No,0,3,Churned,Yes,66,5245,Attitude,"Attitude of support person"
9360-AHGNL,7,43,"Offer B",Yes,8.75,Yes,"Fiber Optic",13,Yes,No,Yes,Yes,Yes,Yes,No,Yes,"One Year",Yes,"Credit Card",109.55,4830.25,0,0,376.25,5206.5,Concord,94519,37.990118,-122.012188,"18,650",Female,74,Yes,0,2,Churned,Yes,69,5863,Dissatisfaction,"Limited range of services"
5485-WUYWF,0,2,None,Yes,5.57,No,Cable,24,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",66.4,94.55,0,0,11.14,105.69,Crockett,94525,38.049292,-122.228415,"3,193",Male,73,No,0,1,Churned,Yes,87,4522,Price,"Long distance charges"
2632-UCGVD,6,66,None,Yes,49.85,Yes,"Fiber Optic",14,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,"Credit Card",100.05,6871.9,0,0,3290.1,10162,Fairfield,94533,38.287136,-122.02711,"77,683",Male,71,Yes,0,2,Churned,Yes,72,4512,Price,"Extra data charges"
6425-YQLLO,1,66,None,Yes,27.75,Yes,"Fiber Optic",11,No,No,Yes,Yes,Yes,Yes,No,Yes,"One Year",Yes,"Credit Card",105.95,6975.25,0,0,1831.5,8806.75,Pinole,94564,37.996462,-122.293716,"16,717",Female,68,Yes,0,2,Churned,Yes,86,6117,Other,"Don't know"
2091-RFFBA,0,31,None,Yes,15.43,Yes,"Fiber Optic",2,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",73.9,2217.15,0,0,478.33,2695.48,"Port Costa",94569,38.035707,-122.196821,173,Female,70,No,0,1,Churned,Yes,75,2560,Attitude,"Attitude of support person"
6899-PPEEA,0,37,None,Yes,3.3,Yes,"Fiber Optic",2,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",96.55,3580.3,0,0,122.1,3702.4,Vallejo,94590,38.104705,-122.247387,"37,218",Female,66,No,0,2,Churned,Yes,81,4448,Attitude,"Attitude of service provider"
4597-NUCQV,0,24,None,Yes,28.98,Yes,"Fiber Optic",30,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",101.25,2440.15,0,0,695.52,3135.67,Oakland,94601,37.776523,-122.219268,"54,876",Male,65,No,0,3,Churned,Yes,87,4287,Attitude,"Attitude of support person"
3754-DXMRT,0,2,None,Yes,43.66,No,DSL,25,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",44.15,92.65,0,0,87.32,179.97,"San Pablo",94806,37.980269,-122.342635,"55,720",Male,78,No,0,2,Churned,Yes,86,5655,Attitude,"Attitude of support person"
7130-VTEWQ,0,8,None,Yes,13.8,Yes,"Fiber Optic",6,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",75.75,606.25,0,0,110.4,716.65,"San Rafael",94903,38.018065,-122.546024,"28,403",Female,74,No,0,3,Churned,Yes,92,4174,Competitor,"Competitor offered more data"
7903-CMPEY,1,1,None,Yes,17.51,Yes,"Fiber Optic",21,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",80.3,80.3,0,0,17.51,97.81,"Corte Madera",94925,37.924014,-122.511694,"9,038",Male,78,Yes,0,1,Churned,Yes,87,4138,Competitor,"Competitor had better devices"
1704-NRWYE,0,9,None,Yes,43.34,No,"Fiber Optic",2,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",80.85,751.65,0,0,390.06,1141.71,"Point Reyes Station",94956,38.060264,-122.830646,"1,885",Female,79,No,0,2,Churned,Yes,71,5242,Attitude,"Attitude of support person"
7481-ATQQS,0,49,"Offer B",Yes,44.88,Yes,"Fiber Optic",15,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,"Credit Card",90.85,4515.85,0,0,2199.12,6714.97,"Boulder Creek",95006,37.171727,-122.142961,"10,520",Female,76,No,0,2,Churned,Yes,70,5651,Attitude,"Attitude of support person"
0023-HGHWL,0,1,None,No,0,No,Cable,9,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",25.1,25.1,0,0,0,25.1,"Morgan Hill",95037,37.161544,-121.649371,"41,707",Male,67,No,0,3,Churned,Yes,85,5437,Competitor,"Competitor made better offer"
1792-UXAFY,0,17,"Offer D",Yes,30.37,No,"Fiber Optic",28,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",89.15,1496.9,0,0,516.29,2013.19,"San Jose",95110,37.34667,-121.910019,"18,197",Female,80,No,0,1,Churned,Yes,89,5082,Dissatisfaction,"Service dissatisfaction"
6161-UUUTA,0,3,None,Yes,2.98,No,"Fiber Optic",3,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",79.9,260.9,0,0,8.94,269.84,Stockton,95206,37.902422,-121.440029,"49,657",Male,77,No,0,2,Churned,Yes,90,4367,Price,"Price too high"
6543-XRMYR,0,30,None,Yes,43.61,Yes,"Fiber Optic",8,No,Yes,No,No,Yes,Yes,No,No,Month-to-Month,Yes,"Bank Withdrawal",99.7,2967.35,0,80,1308.3,4355.65,Stockton,95209,38.044523,-121.348048,"30,814",Female,73,No,0,1,Churned,Yes,69,3548,Dissatisfaction,"Product dissatisfaction"
2479-BRAMR,1,41,"Offer B",Yes,45.84,Yes,"Fiber Optic",18,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",83.75,3273.55,0,0,1879.44,5152.99,Murphys,95247,38.147852,-120.440124,"4,353",Male,74,Yes,0,1,Churned,Yes,71,4995,Competitor,"Competitor offered more data"
3714-JTVOV,1,42,"Offer B",Yes,2.9,No,"Fiber Optic",21,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",74.15,3229.4,0,0,121.8,3351.2,"Crows Landing",95313,37.435664,-121.049056,"1,508",Female,76,Yes,0,1,Churned,Yes,94,2322,Attitude,"Attitude of support person"
8580-QVLOC,0,72,None,Yes,25.77,Yes,DSL,6,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,"Two Year",No,"Credit Card",92.45,6440.25,0,0,1855.44,8295.69,Merced,95348,37.40122,-120.514191,"23,100",Female,78,Yes,0,1,Churned,Yes,78,5697,Competitor,"Competitor made better offer"
2012-NWRPA,1,11,"Offer D",Yes,1.28,Yes,"Fiber Optic",14,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",99.55,1131.2,0,0,14.08,1145.28,Modesto,95355,37.672906,-120.946594,"47,613",Female,78,Yes,0,3,Churned,Yes,71,3172,Competitor,"Competitor made better offer"
8808-ELEHO,0,8,None,Yes,5.02,Yes,"Fiber Optic",26,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",81.25,585.95,0,0,40.16,626.11,Modesto,95356,37.716186,-121.025836,"26,055",Male,66,No,0,1,Churned,Yes,72,3812,Price,"Price too high"
9058-CBREO,0,1,None,Yes,22.56,Yes,Cable,2,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Credit Card",50.55,50.55,0,0,22.56,73.11,Winton,95388,37.421299,-120.599587,"11,463",Female,69,No,0,1,Churned,Yes,95,3357,Dissatisfaction,"Product dissatisfaction"
8063-GBATB,0,27,None,Yes,31.17,Yes,"Fiber Optic",25,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",85.25,2287.25,0,0,841.59,3128.84,Cobb,95426,38.838088,-122.73203,"1,591",Female,74,No,0,1,Churned,Yes,80,5172,Competitor,"Competitor had better devices"
1069-XAIEM,0,1,None,Yes,16.37,Yes,"Fiber Optic",7,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",85.05,85.05,0,0,16.37,101.42,Mendocino,95460,39.305545,-123.743697,"2,229",Female,68,No,0,1,Churned,Yes,96,2975,Competitor,"Competitor had better devices"
6987-XQSJT,0,54,None,Yes,45.77,Yes,"Fiber Optic",10,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",79.5,4370.25,0,0,2471.58,6841.83,"Blue Lake",95525,40.94338,-123.831799,"1,584",Female,68,No,0,1,Churned,Yes,78,5684,Attitude,"Attitude of support person"
0722-TROQR,0,4,None,Yes,26.23,Yes,"Fiber Optic",29,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",74.9,321.75,0,0,104.92,426.67,Davis,95616,38.508735,-121.678813,"67,411",Female,68,No,0,1,Churned,Yes,78,2122,Price,"Lack of affordable download/upload speed"
6402-ZFPPI,0,25,None,Yes,36.5,Yes,"Fiber Optic",30,Yes,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Credit Card",102.8,2660.2,0,0,912.5,3572.7,"Fair Oaks",95628,38.652065,-121.25441,"40,750",Female,75,No,0,1,Churned,Yes,94,4969,Price,"Price too high"
9965-YOKZB,0,9,None,Yes,10.04,Yes,"Fiber Optic",13,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",83.85,790.15,0,0,90.36,880.51,"Grizzly Flats",95636,38.636102,-120.522149,659,Male,73,No,0,1,Churned,Yes,71,3723,Dissatisfaction,"Network reliability"
0504-HHAPI,0,27,None,Yes,16.94,Yes,"Fiber Optic",11,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,No,"Credit Card",88.3,2467.75,0,0,457.38,2925.13,Guinda,95637,38.830739,-122.196202,228,Female,72,No,0,3,Churned,Yes,96,2420,Other,"Don't know"
3791-LGQCY,1,56,None,Yes,33.81,Yes,Cable,29,No,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,"Bank Withdrawal",100.65,5688.05,0,130,1893.36,7711.41,Loomis,95650,38.809175,-121.171375,"11,191",Female,68,Yes,0,1,Churned,Yes,85,4803,Attitude,"Attitude of support person"
8166-ZZTFS,1,66,None,Yes,21.7,Yes,Cable,3,No,Yes,Yes,No,Yes,Yes,No,Yes,"Two Year",Yes,"Bank Withdrawal",80.55,5265.1,0,0,1432.2,6697.3,Roseville,95661,38.736685,-121.251984,"25,173",Female,74,Yes,0,3,Churned,Yes,94,4400,Attitude,"Attitude of support person"
